Type,ID,Color,940,1050,1200,1300,1450,1550,1650,1720
PS,306,white,0.1886,0.0876,0.1365,0.1609,0.1578,0.1369,0.1797,0.0255
Unknown,901,white,0.1645,0.0776,0.1086,0.1365,0.1248,0.1106,0.1521,0.0224
Unknown,901,white,0.1645,0.0776,0.1086,0.1365,0.1248,0.1106,0.1521,0.0223
Unknown,901,white,0.1644,0.0776,0.1086,0.1365,0.1248,0.1106,0.1521,0.0224
Unknown,901,white,0.1644,0.0776,0.1086,0.1366,0.1248,0.1106,0.1522,0.0224
Unknown,901,white,0.1645,0.0776,0.1086,0.1366,0.1248,0.1106,0.152,0.0223
Unknown,903,red,0.0561,0.0261,0.0327,0.0473,0.048,0.0438,0.062,0.0096
Unknown,903,red,0.0561,0.0262,0.0327,0.0473,0.048,0.0437,0.0619,0.0096
Unknown,903,red,0.056,0.0261,0.0327,0.0473,0.048,0.0437,0.0619,0.0096
Unknown,903,red,0.056,0.0261,0.0327,0.0473,0.048,0.0437,0.0619,0.0096
Unknown,903,red,0.056,0.0262,0.0327,0.0473,0.048,0.0437,0.0619,0.0096
Unknown,904,white,0.1042,0.0628,0.0794,0.1015,0.0873,0.0861,0.138,0.0251
Unknown,904,white,0.1042,0.0628,0.0794,0.1016,0.0873,0.0862,0.138,0.0251
Unknown,904,white,0.1042,0.0628,0.0794,0.1016,0.0873,0.0861,0.138,0.0251
Unknown,904,white,0.1042,0.0628,0.0794,0.1017,0.0874,0.0862,0.138,0.0251
Unknown,904,white,0.1041,0.0628,0.0795,0.1016,0.0874,0.0862,0.138,0.0251
Unknown,905,yellow,0.0887,0.0433,0.0543,0.0702,0.0579,0.0531,0.0765,0.0125
Unknown,905,yellow,0.0887,0.0433,0.0544,0.0702,0.0578,0.053,0.0766,0.0125
Unknown,905,yellow,0.0887,0.0434,0.0544,0.0702,0.0579,0.0531,0.0765,0.0124
Unknown,905,yellow,0.0887,0.0433,0.0544,0.0702,0.0578,0.053,0.0765,0.0125
Unknown,905,yellow,0.0887,0.0434,0.0544,0.0702,0.0579,0.0531,0.0765,0.0125
Unknown,907,green,0.1008,0.0482,0.0602,0.0744,0.0592,0.0552,0.0815,0.0124
Unknown,907,green,0.1007,0.0481,0.0602,0.0744,0.0592,0.0552,0.0815,0.0125
Unknown,907,green,0.1007,0.0481,0.0602,0.0744,0.0592,0.0552,0.0815,0.0124
Unknown,907,green,0.1007,0.0481,0.0602,0.0744,0.0592,0.0553,0.0815,0.0124
Unknown,907,green,0.1007,0.0481,0.0602,0.0744,0.0592,0.0553,0.0815,0.0125
Unknown,908,blue,0.0297,0.0242,0.021,0.0254,0.0218,0.0256,0.0267,0.007
Unknown,908,blue,0.0297,0.0242,0.021,0.0254,0.0218,0.0256,0.0267,0.007
Unknown,908,blue,0.0297,0.0242,0.021,0.0254,0.0218,0.0256,0.0267,0.0069
Unknown,908,blue,0.0297,0.0242,0.021,0.0254,0.0218,0.0256,0.0267,0.007
Unknown,908,blue,0.0297,0.0243,0.021,0.0254,0.0218,0.0256,0.0267,0.007
Unknown,911,blue,0.0571,0.0273,0.0312,0.0428,0.0382,0.036,0.0502,0.0083
Unknown,911,blue,0.0571,0.0274,0.0312,0.0428,0.0383,0.0361,0.0502,0.0083
Unknown,911,blue,0.0571,0.0273,0.0313,0.0428,0.0382,0.036,0.0501,0.0083
Unknown,911,blue,0.0571,0.0273,0.0312,0.0428,0.0382,0.036,0.0502,0.0083
Unknown,911,blue,0.057,0.0273,0.0312,0.0428,0.0382,0.036,0.0501,0.0083
Unknown,914,transparent,0.0227,0.0144,0.0279,0.0328,0.0332,0.032,0.0506,0.0058
Unknown,914,transparent,0.0227,0.0144,0.028,0.0328,0.0332,0.0319,0.0507,0.0058
Unknown,914,transparent,0.0227,0.0144,0.028,0.0328,0.0332,0.0319,0.0506,0.0058
Unknown,914,transparent,0.0227,0.0144,0.028,0.0328,0.0332,0.0319,0.0506,0.0058
Unknown,914,transparent,0.0227,0.0144,0.028,0.0328,0.0332,0.032,0.0506,0.006
Unknown,917,transparent,0.0344,0.0175,0.0281,0.0397,0.0433,0.0323,0.0454,0.0078
Unknown,917,transparent,0.0343,0.0175,0.0281,0.0398,0.0434,0.0322,0.0453,0.0077
Unknown,917,transparent,0.0343,0.0175,0.028,0.0397,0.0433,0.0322,0.0453,0.0077
Unknown,917,transparent,0.0343,0.0175,0.0281,0.0396,0.0434,0.0322,0.0453,0.0077
Unknown,917,transparent,0.0343,0.0175,0.0281,0.0397,0.0434,0.0323,0.0454,0.0078
Unknown,918,white,0.1939,0.0911,0.1269,0.1675,0.139,0.1337,0.1768,0.0264
Unknown,918,white,0.194,0.0911,0.127,0.1676,0.139,0.1337,0.1768,0.0264
Unknown,918,white,0.1939,0.0912,0.127,0.1676,0.139,0.1337,0.1768,0.0264
Unknown,918,white,0.1939,0.0911,0.127,0.1676,0.139,0.1336,0.1768,0.0264
Unknown,918,white,0.1939,0.0911,0.127,0.1676,0.1392,0.1337,0.1768,0.0265
Unknown,919,blue,0.1515,0.075,0.1084,0.1413,0.1218,0.1195,0.155,0.0215
Unknown,919,blue,0.1515,0.075,0.1084,0.1414,0.1218,0.1195,0.1551,0.0215
Unknown,919,blue,0.1515,0.075,0.1084,0.1414,0.1218,0.1195,0.155,0.0215
Unknown,919,blue,0.1515,0.0749,0.1084,0.1413,0.1218,0.1195,0.155,0.0216
Unknown,919,blue,0.1515,0.075,0.1084,0.1414,0.1218,0.1195,0.155,0.0215
Unknown,922,white,0.1608,0.0723,0.0976,0.1209,0.0926,0.0801,0.0992,0.0153
Unknown,922,white,0.1607,0.0723,0.0976,0.1209,0.0925,0.0801,0.0992,0.0154
Unknown,922,white,0.1607,0.0723,0.0975,0.1209,0.0926,0.08,0.0992,0.0153
Unknown,922,white,0.1607,0.0723,0.0977,0.1209,0.0926,0.0801,0.0992,0.0154
Unknown,922,white,0.1607,0.0723,0.0977,0.1209,0.0926,0.0801,0.0991,0.0154
Unknown,999,orange,0.1298,0.0597,0.0729,0.0907,0.0771,0.0697,0.0952,0.0143
Unknown,999,orange,0.1298,0.0596,0.0729,0.0906,0.0771,0.0697,0.0952,0.0143
Unknown,999,orange,0.1298,0.0597,0.0729,0.0906,0.077,0.0697,0.0952,0.0143
Unknown,999,orange,0.1298,0.0596,0.0729,0.0906,0.077,0.0697,0.0952,0.0143
Unknown,999,orange,0.1298,0.0596,0.0729,0.0906,0.077,0.0697,0.0951,0.0143
